train_name,train_type,status,confidence,matched_by,sample_train_no,train_count,row_count,data_quality_flags
CPR-BTT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55010,1,17,{LIKELY_TRUNCATED}
CPR-DDA PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55165,1,8,{LIKELY_TRUNCATED}
CPR-GKP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55019,1,27,{LIKELY_TRUNCATED}
CPR-LJN-EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15053,1,13,{ROUTE_CODE_STYLE}
CPR-MAS GANG,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12670,1,24,{LIKELY_TRUNCATED}
CPR-SEE DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75202,2,25,{LIKELY_TRUNCATED}
CPR-SV PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55115,1,17,{LIKELY_TRUNCATED}
CPR-TATA EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18182,1,37,{LIKELY_TRUNCATED}
CPT-KQZ DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76525,1,31,{LIKELY_TRUNCATED}
CPU KTE FAST,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51676,1,34,{LIKELY_TRUNCATED}
CPU-ALD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,53345,1,23,{LIKELY_TRUNCATED}
CPU-GMO PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,53344,1,58,{LIKELY_TRUNCATED}
CPU-KTE PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51680,1,36,{LIKELY_TRUNCATED}
CRP BJE LOCA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68080,1,7,{LIKELY_TRUNCATED}
CSMT -MAS EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11041,1,36,{LIKELY_TRUNCATED}
CSMT HWH MAI,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12809,1,44,{LIKELY_TRUNCATED}
CSMT- ASANSO,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12362,1,21,{LIKELY_TRUNCATED}
CSMT- NCJ EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16351,1,47,{LIKELY_TRUNCATED}
CSMT-AMI SF,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12111,1,14,{ROUTE_CODE_STYLE}
CSMT-BIDAR E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22143,1,17,{LIKELY_TRUNCATED}
CSMT-GKP -WE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12598,1,13,{LIKELY_TRUNCATED}
CSMT-HWH DUR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12261,1,7,{LIKELY_TRUNCATED}
CSMT-HWH WEE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12869,1,20,{LIKELY_TRUNCATED}
CSMT-HYB HUS,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12701,1,16,{LIKELY_TRUNCATED}
CSMT-MAJN EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12133,1,14,{LIKELY_TRUNCATED}
CSMT-MAS MAI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11027,1,52,{LIKELY_TRUNCATED}
CSMT-MMR RAJ,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22101,1,7,{LIKELY_TRUNCATED}
CSMT-NCJ  EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16339,1,40,{LIKELY_TRUNCATED}
CSMT-NED TAP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17617,1,20,{LIKELY_TRUNCATED}
CSMT-NGP DUR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12289,1,4,{LIKELY_TRUNCATED}
CSMT-SC DEVA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17057,1,30,{LIKELY_TRUNCATED}
CSN DHI MIX,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51111,3,27,{}
CSTM-KRMI TE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22119,1,7,{LIKELY_TRUNCATED}
CSTM-SUR SID,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12115,1,14,{LIKELY_TRUNCATED}
CTA-HRR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56517,1,13,{LIKELY_TRUNCATED}
CTA-JRU PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56520,1,5,{LIKELY_TRUNCATED}
CTC-BAM FAST,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58433,1,18,{LIKELY_TRUNCATED}
CTC-BHC,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58424,2,46,{ROUTE_CODE_STYLE}
CTC-PRDP,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58401,3,39,{ROUTE_CODE_STYLE}
CTC-PSA PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58533,1,43,{LIKELY_TRUNCATED}
CTC-PURI PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58415,1,21,{LIKELY_TRUNCATED}
CTD - BRC,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59118,1,19,{}
CTD - BRC DE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79456,1,19,{LIKELY_TRUNCATED}
CTD - PRTN P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59120,1,18,{LIKELY_TRUNCATED}
CTKD-CNB EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14109,1,12,{LIKELY_TRUNCATED}
CTL1,EMU,REVIEW,0.750,NUMBER_RANGE,96601,1,4,{}
CTL3,EMU,REVIEW,0.750,NUMBER_RANGE,96603,1,4,{}
CTL5,EMU,REVIEW,0.750,NUMBER_RANGE,96609,1,4,{}
CTO-KCG VENK,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12798,1,24,{LIKELY_TRUNCATED}
CUPJ-TPJ PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76841,1,26,{LIKELY_TRUNCATED}
CUR BKN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74832,1,19,{LIKELY_TRUNCATED}
CUR SIKR DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74858,1,9,{LIKELY_TRUNCATED}
CWA - BZU PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59396,1,15,{LIKELY_TRUNCATED}
CWA AMLA PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51254,1,12,{LIKELY_TRUNCATED}
CWA-BXY PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51256,1,12,{LIKELY_TRUNCATED}
DA1,EMU,REVIEW,0.750,NUMBER_RANGE,95301,1,4,{COACH_CODE_AS_NAME}
DA2,EMU,REVIEW,0.750,NUMBER_RANGE,95322,1,2,{COACH_CODE_AS_NAME}
DA3,EMU,REVIEW,0.750,NUMBER_RANGE,95329,1,4,{COACH_CODE_AS_NAME}
DA4,EMU,REVIEW,0.750,NUMBER_RANGE,95340,1,2,{COACH_CODE_AS_NAME}
DA5,EMU,REVIEW,0.750,NUMBER_RANGE,96339,1,4,{COACH_CODE_AS_NAME}
DA6,EMU,REVIEW,0.750,NUMBER_RANGE,95342,1,2,{COACH_CODE_AS_NAME}
DAB-MMR MARA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17688,1,24,{LIKELY_TRUNCATED}
DADAR BHUJ E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12959,1,20,{LIKELY_TRUNCATED}
DADAR TEN EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22629,1,26,{LIKELY_TRUNCATED}
DADN INDB DE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79307,1,6,{LIKELY_TRUNCATED}
DADN INDB DM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79311,1,6,{LIKELY_TRUNCATED}
DADN RTM DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79305,3,60,{LIKELY_TRUNCATED}
DADN RTM DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79313,1,20,{LIKELY_TRUNCATED}
DADN SWD MG,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52963,4,32,{}
DAL-JEA PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55032,1,55,{LIKELY_TRUNCATED}
DAMOH-BHOPAL,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22162,1,11,{LIKELY_TRUNCATED}
DANAPUR EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12352,1,23,{}
