train_name,train_type,status,confidence,matched_by,sample_train_no,train_count,row_count,data_quality_flags
T14,EMU,REVIEW,0.750,NUMBER_RANGE,97312,1,17,{COACH_CODE_AS_NAME}
T140,EMU,REVIEW,0.750,NUMBER_RANGE,97440,1,17,{COACH_CODE_AS_NAME}
T141,EMU,REVIEW,0.750,NUMBER_RANGE,97435,1,17,{COACH_CODE_AS_NAME}
T143,EMU,REVIEW,0.750,NUMBER_RANGE,97437,1,17,{COACH_CODE_AS_NAME}
T145,EMU,REVIEW,0.750,NUMBER_RANGE,97439,1,17,{COACH_CODE_AS_NAME}
T146,EMU,REVIEW,0.750,NUMBER_RANGE,97444,1,16,{COACH_CODE_AS_NAME}
T147,EMU,REVIEW,0.750,NUMBER_RANGE,97441,1,17,{COACH_CODE_AS_NAME}
T148,EMU,REVIEW,0.750,NUMBER_RANGE,97446,1,16,{COACH_CODE_AS_NAME}
T149,EMU,REVIEW,0.750,NUMBER_RANGE,97445,1,16,{COACH_CODE_AS_NAME}
T15,EMU,REVIEW,0.750,NUMBER_RANGE,97315,1,17,{COACH_CODE_AS_NAME}
T16,EMU,REVIEW,0.750,NUMBER_RANGE,97314,1,17,{COACH_CODE_AS_NAME}
T17,EMU,REVIEW,0.750,NUMBER_RANGE,95901,1,6,{COACH_CODE_AS_NAME}
T18,EMU,REVIEW,0.750,NUMBER_RANGE,97316,1,17,{COACH_CODE_AS_NAME}
T19,EMU,REVIEW,0.750,NUMBER_RANGE,97317,1,17,{COACH_CODE_AS_NAME}
T2,EMU,REVIEW,0.750,NUMBER_RANGE,97302,1,17,{COACH_CODE_AS_NAME}
T20,EMU,REVIEW,0.750,NUMBER_RANGE,97318,1,17,{COACH_CODE_AS_NAME}
T21,EMU,REVIEW,0.750,NUMBER_RANGE,97319,1,17,{COACH_CODE_AS_NAME}
T22,EMU,REVIEW,0.750,NUMBER_RANGE,97320,1,17,{COACH_CODE_AS_NAME}
T23,EMU,REVIEW,0.750,NUMBER_RANGE,97321,1,17,{COACH_CODE_AS_NAME}
T24,EMU,REVIEW,0.750,NUMBER_RANGE,97322,1,17,{COACH_CODE_AS_NAME}
T25,EMU,REVIEW,0.750,NUMBER_RANGE,97323,1,17,{COACH_CODE_AS_NAME}
T26,EMU,REVIEW,0.750,NUMBER_RANGE,97324,1,17,{COACH_CODE_AS_NAME}
T27,EMU,REVIEW,0.750,NUMBER_RANGE,95903,1,7,{COACH_CODE_AS_NAME}
T28,EMU,REVIEW,0.750,NUMBER_RANGE,97326,1,17,{COACH_CODE_AS_NAME}
T29,EMU,REVIEW,0.750,NUMBER_RANGE,97325,1,17,{COACH_CODE_AS_NAME}
T3,EMU,REVIEW,0.750,NUMBER_RANGE,97303,1,17,{COACH_CODE_AS_NAME}
T30,EMU,REVIEW,0.750,NUMBER_RANGE,97328,1,17,{COACH_CODE_AS_NAME}
T31,EMU,REVIEW,0.750,NUMBER_RANGE,97327,1,17,{COACH_CODE_AS_NAME}
T32,EMU,REVIEW,0.750,NUMBER_RANGE,97330,1,17,{COACH_CODE_AS_NAME}
T33,EMU,REVIEW,0.750,NUMBER_RANGE,95905,1,5,{COACH_CODE_AS_NAME}
T34,EMU,REVIEW,0.750,NUMBER_RANGE,97332,1,17,{COACH_CODE_AS_NAME}
T35,EMU,REVIEW,0.750,NUMBER_RANGE,97329,1,17,{COACH_CODE_AS_NAME}
T36,EMU,REVIEW,0.750,NUMBER_RANGE,95904,1,7,{COACH_CODE_AS_NAME}
T37,EMU,REVIEW,0.750,NUMBER_RANGE,97331,1,17,{COACH_CODE_AS_NAME}
T38,EMU,REVIEW,0.750,NUMBER_RANGE,97334,1,17,{COACH_CODE_AS_NAME}
T39,EMU,REVIEW,0.750,NUMBER_RANGE,97333,1,17,{COACH_CODE_AS_NAME}
T4,EMU,REVIEW,0.750,NUMBER_RANGE,97304,1,17,{COACH_CODE_AS_NAME}
T41,EMU,REVIEW,0.750,NUMBER_RANGE,97335,1,17,{COACH_CODE_AS_NAME}
T42,EMU,REVIEW,0.750,NUMBER_RANGE,95906,1,7,{COACH_CODE_AS_NAME}
T43,EMU,REVIEW,0.750,NUMBER_RANGE,95907,1,6,{COACH_CODE_AS_NAME}
T44,EMU,REVIEW,0.750,NUMBER_RANGE,97338,1,17,{COACH_CODE_AS_NAME}
T45,EMU,REVIEW,0.750,NUMBER_RANGE,97337,1,17,{COACH_CODE_AS_NAME}
T46,EMU,REVIEW,0.750,NUMBER_RANGE,97340,1,17,{COACH_CODE_AS_NAME}
T47,EMU,REVIEW,0.750,NUMBER_RANGE,97339,1,17,{COACH_CODE_AS_NAME}
T48,EMU,REVIEW,0.750,NUMBER_RANGE,97342,1,17,{COACH_CODE_AS_NAME}
T49,EMU,REVIEW,0.750,NUMBER_RANGE,97341,1,17,{COACH_CODE_AS_NAME}
T4O,EMU,REVIEW,0.750,NUMBER_RANGE,97336,1,17,{}
T5,EMU,REVIEW,0.750,NUMBER_RANGE,97305,1,17,{COACH_CODE_AS_NAME}
T50,EMU,REVIEW,0.750,NUMBER_RANGE,95908,1,7,{COACH_CODE_AS_NAME}
T51,EMU,REVIEW,0.750,NUMBER_RANGE,97343,1,17,{COACH_CODE_AS_NAME}
T52,EMU,REVIEW,0.750,NUMBER_RANGE,97344,1,17,{COACH_CODE_AS_NAME}
T53,EMU,REVIEW,0.750,NUMBER_RANGE,97345,1,17,{COACH_CODE_AS_NAME}
T54,EMU,REVIEW,0.750,NUMBER_RANGE,97346,1,17,{COACH_CODE_AS_NAME}
T55,EMU,REVIEW,0.750,NUMBER_RANGE,97347,1,17,{COACH_CODE_AS_NAME}
T56,EMU,REVIEW,0.750,NUMBER_RANGE,97348,1,17,{COACH_CODE_AS_NAME}
T57,EMU,REVIEW,0.750,NUMBER_RANGE,97349,1,17,{COACH_CODE_AS_NAME}
T58,EMU,REVIEW,0.750,NUMBER_RANGE,97350,1,17,{COACH_CODE_AS_NAME}
T59,EMU,REVIEW,0.750,NUMBER_RANGE,97351,1,17,{COACH_CODE_AS_NAME}
T6,EMU,REVIEW,0.750,NUMBER_RANGE,97306,1,17,{COACH_CODE_AS_NAME}
T60,EMU,REVIEW,0.750,NUMBER_RANGE,97352,1,17,{COACH_CODE_AS_NAME}
T61,EMU,REVIEW,0.750,NUMBER_RANGE,97353,1,17,{COACH_CODE_AS_NAME}
T62,EMU,REVIEW,0.750,NUMBER_RANGE,95910,1,7,{COACH_CODE_AS_NAME}
T63,EMU,REVIEW,0.750,NUMBER_RANGE,97355,1,17,{COACH_CODE_AS_NAME}
T64,EMU,REVIEW,0.750,NUMBER_RANGE,97354,1,17,{COACH_CODE_AS_NAME}
T65,EMU,REVIEW,0.750,NUMBER_RANGE,97357,1,17,{COACH_CODE_AS_NAME}
T66,EMU,REVIEW,0.750,NUMBER_RANGE,97356,1,17,{COACH_CODE_AS_NAME}
T67,EMU,REVIEW,0.750,NUMBER_RANGE,97359,1,17,{COACH_CODE_AS_NAME}
T68,EMU,REVIEW,0.750,NUMBER_RANGE,97358,1,17,{COACH_CODE_AS_NAME}
T69,EMU,REVIEW,0.750,NUMBER_RANGE,97361,1,17,{COACH_CODE_AS_NAME}
T7,EMU,REVIEW,0.750,NUMBER_RANGE,97307,1,17,{COACH_CODE_AS_NAME}
T70,EMU,REVIEW,0.750,NUMBER_RANGE,97360,1,17,{COACH_CODE_AS_NAME}
T72,EMU,REVIEW,0.750,NUMBER_RANGE,97362,1,17,{COACH_CODE_AS_NAME}
T74,EMU,REVIEW,0.750,NUMBER_RANGE,95912,1,7,{COACH_CODE_AS_NAME}
T76,EMU,REVIEW,0.750,NUMBER_RANGE,97364,1,17,{COACH_CODE_AS_NAME}
T78,EMU,REVIEW,0.750,NUMBER_RANGE,97366,1,17,{COACH_CODE_AS_NAME}
T79,EMU,REVIEW,0.750,NUMBER_RANGE,97371,1,17,{COACH_CODE_AS_NAME}
T8,EMU,REVIEW,0.750,NUMBER_RANGE,95902,1,7,{COACH_CODE_AS_NAME}
T80,EMU,REVIEW,0.750,NUMBER_RANGE,97368,1,17,{COACH_CODE_AS_NAME}
T81,EMU,REVIEW,0.750,NUMBER_RANGE,97373,1,17,{COACH_CODE_AS_NAME}
T82,EMU,REVIEW,0.750,NUMBER_RANGE,97370,1,17,{COACH_CODE_AS_NAME}
T83,EMU,REVIEW,0.750,NUMBER_RANGE,97377,1,17,{COACH_CODE_AS_NAME}
T85,EMU,REVIEW,0.750,NUMBER_RANGE,97379,1,17,{COACH_CODE_AS_NAME}
T87,EMU,REVIEW,0.750,NUMBER_RANGE,97381,1,17,{COACH_CODE_AS_NAME}
T89,EMU,REVIEW,0.750,NUMBER_RANGE,97383,1,17,{COACH_CODE_AS_NAME}
T9,EMU,REVIEW,0.750,NUMBER_RANGE,97309,1,17,{COACH_CODE_AS_NAME}
T90,EMU,REVIEW,0.750,NUMBER_RANGE,97378,1,17,{COACH_CODE_AS_NAME}
T91,EMU,REVIEW,0.750,NUMBER_RANGE,97385,1,17,{COACH_CODE_AS_NAME}
T92,EMU,REVIEW,0.750,NUMBER_RANGE,97380,1,17,{COACH_CODE_AS_NAME}
T93,EMU,REVIEW,0.750,NUMBER_RANGE,97387,1,17,{COACH_CODE_AS_NAME}
T94,EMU,REVIEW,0.750,NUMBER_RANGE,97382,1,17,{COACH_CODE_AS_NAME}
T95,EMU,REVIEW,0.750,NUMBER_RANGE,97389,1,17,{COACH_CODE_AS_NAME}
T96,EMU,REVIEW,0.750,NUMBER_RANGE,97386,1,17,{COACH_CODE_AS_NAME}
T97,EMU,REVIEW,0.750,NUMBER_RANGE,97391,1,17,{COACH_CODE_AS_NAME}
T98,EMU,REVIEW,0.750,NUMBER_RANGE,97388,1,17,{COACH_CODE_AS_NAME}
T99,EMU,REVIEW,0.750,NUMBER_RANGE,97393,1,17,{COACH_CODE_AS_NAME}
TA1,EMU,REVIEW,0.750,NUMBER_RANGE,96327,1,4,{COACH_CODE_AS_NAME}
TA3,EMU,REVIEW,0.750,NUMBER_RANGE,96331,1,4,{COACH_CODE_AS_NAME}
TAJ EXPRESS,EXPRESS,REVIEW,0.880,NAME_RULE,12279,2,22,{}
TAK AMBG LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37387,2,10,{LIKELY_TRUNCATED}
TAK-AMBG LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37385,1,3,{LIKELY_TRUNCATED}
TAK-GOGT LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37389,1,3,{LIKELY_TRUNCATED}
TAK-HWH LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37312,22,458,{LIKELY_TRUNCATED}
TAK-SHE LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37412,2,24,{LIKELY_TRUNCATED}
TAMRALIPTA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12857,2,16,{}
TAN1,EMU,REVIEW,0.750,NUMBER_RANGE,96505,1,7,{}
TAN2,EMU,REVIEW,0.750,NUMBER_RANGE,96506,1,5,{}
TAN3,EMU,REVIEW,0.750,NUMBER_RANGE,96515,1,7,{}
TAN4,EMU,REVIEW,0.750,NUMBER_RANGE,96514,1,5,{}
TAN6,EMU,REVIEW,0.750,NUMBER_RANGE,96522,1,5,{}
TAPTI GANGA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19045,2,70,{}
TATA  MURI -,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18101,1,71,{LIKELY_TRUNCATED}
TATA - CKU P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58032,1,9,{LIKELY_TRUNCATED}
TATA - GUA P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78033,1,19,{LIKELY_TRUNCATED}
TATA - HTE P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58143,1,26,{LIKELY_TRUNCATED}
TATA - ITR P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58111,1,102,{LIKELY_TRUNCATED}
TATA - YPR E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18111,1,42,{LIKELY_TRUNCATED}
TATA ASN LOC,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68056,1,29,{LIKELY_TRUNCATED}
TATA BBN PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58103,1,18,{LIKELY_TRUNCATED}
TATA BMPR PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78031,1,9,{LIKELY_TRUNCATED}
TATA BRKA PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58023,2,52,{LIKELY_TRUNCATED}
TATA BSP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58113,1,60,{LIKELY_TRUNCATED}
TATA CKP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68009,1,9,{LIKELY_TRUNCATED}
TATA DANAPUR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18183,1,36,{LIKELY_TRUNCATED}
TATA KGP  PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58022,1,19,{LIKELY_TRUNCATED}
TATA KGP LOC,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68012,2,36,{LIKELY_TRUNCATED}
TATA KGP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68006,1,19,{LIKELY_TRUNCATED}
TATA YPR EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12889,1,26,{LIKELY_TRUNCATED}
TATA-ASN TRI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,13511,1,9,{LIKELY_TRUNCATED}
TATA-CPR EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18181,1,37,{LIKELY_TRUNCATED}
TATA-GUA PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58109,1,19,{LIKELY_TRUNCATED}
TATA-HTE PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58661,1,29,{LIKELY_TRUNCATED}
TATA-HWH STE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12814,1,9,{LIKELY_TRUNCATED}
TATA-LTT ANT,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22886,1,14,{LIKELY_TRUNCATED}
TATA-ROU-ALL,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18189,2,19,{LIKELY_TRUNCATED}
TATA-VSKP WE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,20815,1,24,{LIKELY_TRUNCATED}
TBL1,EMU,REVIEW,0.750,NUMBER_RANGE,96203,1,5,{}
TBL2,EMU,REVIEW,0.750,NUMBER_RANGE,96208,1,3,{}
TBL3,EMU,REVIEW,0.750,NUMBER_RANGE,96207,1,5,{}
TBL5,EMU,REVIEW,0.750,NUMBER_RANGE,96209,1,5,{}
TBL7,EMU,REVIEW,0.750,NUMBER_RANGE,96211,1,5,{}
TBL9,EMU,REVIEW,0.750,NUMBER_RANGE,96217,1,5,{}
TBM  VM  PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56859,1,11,{LIKELY_TRUNCATED}
TBM - CGL EM,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40571,1,3,{LIKELY_TRUNCATED}
TBM-DBRG EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15929,1,51,{LIKELY_TRUNCATED}
TBM-GHY EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15629,1,40,{LIKELY_TRUNCATED}
TBM-MSB EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40002,139,827,{ROUTE_CODE_STYLE}
TBR 3,EMU,REVIEW,0.750,NUMBER_RANGE,99103,1,2,{}
TBR 5,EMU,REVIEW,0.750,NUMBER_RANGE,99105,1,2,{}
TBR2,EMU,REVIEW,0.750,NUMBER_RANGE,99100,1,2,{}
TBR4,EMU,REVIEW,0.750,NUMBER_RANGE,99102,1,2,{}
TBR6,EMU,REVIEW,0.750,NUMBER_RANGE,99104,1,2,{}
TBR7,EMU,REVIEW,0.750,NUMBER_RANGE,99107,1,2,{}
TCN - MS EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16106,1,29,{LIKELY_TRUNCATED}
TCN-PGT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56770,1,43,{LIKELY_TRUNCATED}
TCN-TEN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56035,4,48,{LIKELY_TRUNCATED}
TCN-TN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56768,1,20,{ROUTE_CODE_STYLE}
TCR-CAN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56603,1,41,{LIKELY_TRUNCATED}
TCR-CLT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56663,1,22,{LIKELY_TRUNCATED}
TCR-GUV PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56044,1,3,{LIKELY_TRUNCATED}
TDL-AGC MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64956,1,8,{LIKELY_TRUNCATED}
TDL-ALJN MEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64165,1,11,{LIKELY_TRUNCATED}
TDL-CNB MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64588,1,29,{LIKELY_TRUNCATED}
TDL-DLI MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64583,1,31,{LIKELY_TRUNCATED}
TDL-ETH PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54467,2,20,{LIKELY_TRUNCATED}
TDL-ETW MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64158,1,11,{LIKELY_TRUNCATED}
TDL-FKD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54466,1,21,{LIKELY_TRUNCATED}
TDU-HYB PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57518,1,15,{LIKELY_TRUNCATED}
TDU-SC MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,67249,1,16,{ROUTE_CODE_STYLE}
TEESTA TORSH,EXPRESS,REVIEW,0.650,NUMBER_RANGE,13141,4,74,{LIKELY_TRUNCATED}
TEL PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77245,1,5,{}
TEL-BZA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77286,1,8,{ROUTE_CODE_STYLE}
TEL-GNT,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77282,2,10,{ROUTE_CODE_STYLE}
TELANGANA EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12723,2,34,{LIKELY_TRUNCATED}
TEN   ED,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16787,1,11,{}
TEN  JAM EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19577,1,29,{LIKELY_TRUNCATED}
TEN - DR EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11022,1,39,{LIKELY_TRUNCATED}
TEN BSP  WEE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22620,1,30,{LIKELY_TRUNCATED}
TEN DR EXPRE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22630,1,26,{LIKELY_TRUNCATED}
TEN NCJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56718,1,8,{LIKELY_TRUNCATED}
TEN-AYVN PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56797,1,18,{LIKELY_TRUNCATED}
TEN-ED/MV PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56826,1,28,{LIKELY_TRUNCATED}
TEN-MS NELLA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12632,1,16,{LIKELY_TRUNCATED}
TEN-MV PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56822,1,20,{LIKELY_TRUNCATED}
TEN-SCT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56799,3,51,{LIKELY_TRUNCATED}
TEN-TCN,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56763,1,12,{ROUTE_CODE_STYLE}
TEN-TCN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56036,3,36,{LIKELY_TRUNCATED}
TEN-TN PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56742,1,10,{LIKELY_TRUNCATED}
TETA - KIR D,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75750,1,15,{LIKELY_TRUNCATED}
TGN-PUNE EMU,EMU,REVIEW,0.750,NUMBER_RANGE,99901,2,24,{LIKELY_TRUNCATED}
THE-CI  PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55182,1,27,{LIKELY_TRUNCATED}
THE-CI-PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55181,1,27,{LIKELY_TRUNCATED}
THE-GKP-DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75011,1,24,{ROUTE_CODE_STYLE}
THE-SV PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55108,4,20,{LIKELY_TRUNCATED}
TI-MMC EMU L,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43882,1,13,{LIKELY_TRUNCATED}
TIA-DNR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,53231,1,20,{LIKELY_TRUNCATED}
TIG-BSP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58213,1,48,{LIKELY_TRUNCATED}
TIG-HWH ISPA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12872,1,31,{LIKELY_TRUNCATED}
TIG-R PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58217,1,13,{}
TIL-JMP DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,73451,2,20,{LIKELY_TRUNCATED}
TILAK BRIDGE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54001,1,20,{LIKELY_TRUNCATED}
TIPPU EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12614,1,4,{}
TIPU EXPRESS,EXPRESS,REVIEW,0.880,NAME_RULE,12613,1,4,{LIKELY_TRUNCATED}
TJ - MV PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56116,1,17,{LIKELY_TRUNCATED}
TJ KMU PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56820,1,10,{LIKELY_TRUNCATED}
TJ TPJ  DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76827,1,9,{LIKELY_TRUNCATED}
TJ-KIK-DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76812,1,19,{ROUTE_CODE_STYLE}
TJ-MV PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76826,1,16,{ROUTE_CODE_STYLE}
TJ-TPJ DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76821,3,27,{ROUTE_CODE_STYLE}
TK-SBC FAST,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56926,1,6,{ROUTE_CODE_STYLE}
TK-SBC PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56222,2,28,{ROUTE_CODE_STYLE}
TK1,EMU,REVIEW,0.750,NUMBER_RANGE,97033,1,8,{COACH_CODE_AS_NAME}
TK10,EMU,REVIEW,0.750,NUMBER_RANGE,97118,1,8,{COACH_CODE_AS_NAME}
TK12,EMU,REVIEW,0.750,NUMBER_RANGE,97130,1,8,{COACH_CODE_AS_NAME}
TK14,EMU,REVIEW,0.750,NUMBER_RANGE,97150,1,8,{COACH_CODE_AS_NAME}
TK16,EMU,REVIEW,0.750,NUMBER_RANGE,97152,1,8,{COACH_CODE_AS_NAME}
TK2,EMU,REVIEW,0.750,NUMBER_RANGE,97046,1,8,{COACH_CODE_AS_NAME}
TK3,EMU,REVIEW,0.750,NUMBER_RANGE,97073,1,8,{COACH_CODE_AS_NAME}
TK4,EMU,REVIEW,0.750,NUMBER_RANGE,97056,1,8,{COACH_CODE_AS_NAME}
TK6,EMU,REVIEW,0.750,NUMBER_RANGE,97086,1,8,{COACH_CODE_AS_NAME}
TK8,EMU,REVIEW,0.750,NUMBER_RANGE,97094,1,8,{COACH_CODE_AS_NAME}
TKJ SDLP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54011,1,39,{LIKELY_TRUNCATED}
TKJ-BSC MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64568,1,20,{LIKELY_TRUNCATED}
TKNR - SDAH,PASSENGER,REVIEW,0.550,NUMBER_RANGE,33896,1,15,{}
TL1,EMU,REVIEW,0.750,NUMBER_RANGE,96605,1,4,{COACH_CODE_AS_NAME}
TL10,EMU,REVIEW,0.750,NUMBER_RANGE,96610,1,2,{COACH_CODE_AS_NAME}
TL11,EMU,REVIEW,0.750,NUMBER_RANGE,95603,1,4,{COACH_CODE_AS_NAME}
TL12,EMU,REVIEW,0.750,NUMBER_RANGE,96612,1,2,{COACH_CODE_AS_NAME}
TL13,EMU,REVIEW,0.750,NUMBER_RANGE,95605,1,4,{COACH_CODE_AS_NAME}
TL14,EMU,REVIEW,0.750,NUMBER_RANGE,95602,1,2,{COACH_CODE_AS_NAME}
TL15,EMU,REVIEW,0.750,NUMBER_RANGE,96617,1,4,{COACH_CODE_AS_NAME}
TL16,EMU,REVIEW,0.750,NUMBER_RANGE,96614,1,2,{COACH_CODE_AS_NAME}
TL17,EMU,REVIEW,0.750,NUMBER_RANGE,95607,1,4,{COACH_CODE_AS_NAME}
TL18,EMU,REVIEW,0.750,NUMBER_RANGE,96618,1,2,{COACH_CODE_AS_NAME}
TL19,EMU,REVIEW,0.750,NUMBER_RANGE,95609,1,4,{COACH_CODE_AS_NAME}
TL2,EMU,REVIEW,0.750,NUMBER_RANGE,96602,1,2,{COACH_CODE_AS_NAME}
TL20,EMU,REVIEW,0.750,NUMBER_RANGE,95604,1,2,{COACH_CODE_AS_NAME}
TL21,EMU,REVIEW,0.750,NUMBER_RANGE,96619,1,4,{COACH_CODE_AS_NAME}
TL22,EMU,REVIEW,0.750,NUMBER_RANGE,95606,1,2,{COACH_CODE_AS_NAME}
TL23,EMU,REVIEW,0.750,NUMBER_RANGE,96621,1,4,{COACH_CODE_AS_NAME}
TL24,EMU,REVIEW,0.750,NUMBER_RANGE,96622,1,2,{COACH_CODE_AS_NAME}
TL25,EMU,REVIEW,0.750,NUMBER_RANGE,96623,1,4,{COACH_CODE_AS_NAME}
TL26,EMU,REVIEW,0.750,NUMBER_RANGE,96624,1,2,{COACH_CODE_AS_NAME}
TL27,EMU,REVIEW,0.750,NUMBER_RANGE,96625,1,4,{COACH_CODE_AS_NAME}
TL28,EMU,REVIEW,0.750,NUMBER_RANGE,96626,1,2,{COACH_CODE_AS_NAME}
TL29,EMU,REVIEW,0.750,NUMBER_RANGE,96627,1,4,{COACH_CODE_AS_NAME}
TL3,EMU,REVIEW,0.750,NUMBER_RANGE,96607,1,4,{COACH_CODE_AS_NAME}
TL30,EMU,REVIEW,0.750,NUMBER_RANGE,96628,1,2,{COACH_CODE_AS_NAME}
TL31,EMU,REVIEW,0.750,NUMBER_RANGE,96629,1,4,{COACH_CODE_AS_NAME}
TL32,EMU,REVIEW,0.750,NUMBER_RANGE,96630,1,2,{COACH_CODE_AS_NAME}
TL33,EMU,REVIEW,0.750,NUMBER_RANGE,96631,1,4,{COACH_CODE_AS_NAME}
TL34,EMU,REVIEW,0.750,NUMBER_RANGE,96632,1,2,{COACH_CODE_AS_NAME}
TL35,EMU,REVIEW,0.750,NUMBER_RANGE,96633,1,4,{COACH_CODE_AS_NAME}
TL36,EMU,REVIEW,0.750,NUMBER_RANGE,96634,1,2,{COACH_CODE_AS_NAME}
TL37,EMU,REVIEW,0.750,NUMBER_RANGE,96635,1,4,{COACH_CODE_AS_NAME}
TL38,EMU,REVIEW,0.750,NUMBER_RANGE,96636,1,2,{COACH_CODE_AS_NAME}
